frequency,channel1,corr1,channel2,corr2,group1,group2
182.41666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9991742958973171,K1:OMC_TRANS_DC_B_OUT_DQ,0.9991072432795535,OMC,OMC
182.5,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9988895931944664,K1:OMC_TRANS_DC_A_OUT_DQ,0.998844640233218,OMC,OMC
182.58333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9931957138323997,K1:OMC_TRANS_DC_B_OUT_DQ,0.9929554405974883,OMC,OMC
182.66666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9908859980606115,K1:OMC_TRANS_DC_A_OUT_DQ,0.990540162831129,OMC,OMC
182.75,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9947153871264761,K1:OMC_TRANS_DC_B_OUT_DQ,0.9946841256914778,OMC,OMC
182.83333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9995557657561092,K1:OMC_TRANS_DC_A_OUT_DQ,0.9995215863993534,OMC,OMC
182.91666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9995712382774531,K1:OMC_TRANS_DC_A_OUT_DQ,0.9995693382780583,OMC,OMC
183.0,K1:OMC_TRANS_DC_B_OUT_DQ,0.9965903990573027,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9964990700429398,OMC,OMC
183.08333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9946248660228592,K1:OMC_TRANS_DC_B_OUT_DQ,0.9942360496173452,OMC,OMC
183.16666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9985088434535164,K1:OMC_TRANS_DC_A_OUT_DQ,0.9984434786136244,OMC,OMC
183.25,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9990659774946962,K1:OMC_TRANS_DC_A_OUT_DQ,0.9990032420988666,OMC,OMC
183.33333333333334,K1:OMC_TRANS_DC_B_OUT_DQ,0.999955736480849,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999537987020924,OMC,OMC
183.41666666666666,K1:OMC_TRANS_DC_A_OUT_DQ,0.9999809840033664,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999805476446931,OMC,OMC
183.5,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9999074869136864,K1:OMC_TRANS_DC_B_OUT_DQ,0.9999010451435114,OMC,OMC
183.58333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9973342868749971,K1:OMC_TRANS_DC_B_OUT_DQ,0.9970224575107832,OMC,OMC
183.66666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9928362596667386,K1:OMC_TRANS_DC_A_OUT_DQ,0.9924540434009376,OMC,OMC
183.75,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9862529052770723,K1:OMC_TRANS_DC_A_OUT_DQ,0.9851975428726784,OMC,OMC
183.83333333333334,K1:OMC_TRANS_DC_A_OUT_DQ,0.9884481233154707,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9877470437554378,OMC,OMC
183.91666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9896714657356093,K1:OMC_TRANS_DC_B_OUT_DQ,0.9895641273406115,OMC,OMC
184.0,K1:OMC_TRANS_DC_A_OUT_DQ,0.980709343127891,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9798584170610147,OMC,OMC
184.08333333333334,K1:OMC_TRANS_DC_B_OUT_DQ,0.9834366097692957,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9825737784572736,OMC,OMC
184.16666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9892803266961795,K1:OMC_TRANS_DC_A_OUT_DQ,0.9887860501228944,OMC,OMC
184.25,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9954398036794657,K1:OMC_TRANS_DC_B_OUT_DQ,0.9950237314618608,OMC,OMC
184.33333333333334,K1:OMC_TRANS_DC_A_OUT_DQ,0.9996274434234004,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9996270944943056,OMC,OMC
184.41666666666666,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9997748157961811,K1:OMC_TRANS_DC_B_OUT_DQ,0.9997587733617654,OMC,OMC
184.5,K1:OMC_TRANS_DC_B_OUT_DQ,0.9985557276799619,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.998532532859107,OMC,OMC
184.58333333333334,K1:OMC_TRANS_DC_A_OUT_DQ,0.9906434777230634,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9901534775892432,OMC,OMC
184.66666666666666,K1:OMC_TRANS_DC_B_OUT_DQ,0.998162379266339,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.998029582531661,OMC,OMC
184.75,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.999195087797163,K1:OMC_TRANS_DC_A_OUT_DQ,0.9991836276863176,OMC,OMC
184.83333333333334,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9955969703151758,K1:OMC_TRANS_DC_A_OUT_DQ,0.995550908928964,OMC,OMC
184.91666666666666,K1:OMC_TRANS_DC_B_OUT_DQ,0.9611476030245216,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9607337017556933,OMC,OMC
185.0,K1:OMC_TRANS_DC_SUM_OUT_DQ,0.9658423321813443,K1:OMC_TRANS_DC_B_OUT_DQ,0.9635430750920712,OMC,OMC
